Employee_ID,Department,Emails_Sent,Emails_Received,Meetings_Hours,Z_Score,Docs_Created,Sheets_Collaborated,Tasks_Completed,Week,Collaboration_Index,Productivity_Score,Communication_Load,Collaboration_Load
E2832,Engineering,48,72,8.522166346,-1,8,3,20,9,1.155199311,2.100362383,120,11
E2833,Finance,49,63,3.684887931,-2,9,6,18,12,3.201784166,3.842141,112,15
E2834,Engineering,48,70,5.954269018,-1,10,5,15,4,2.156948482,2.156948482,118,15
E2835,HR,57,67,11.14509484,0,10,4,17,3,1.15272875,1.399742054,124,14
E2836,Finance,54,62,11.41066752,0,11,7,17,3,1.450365178,1.369789334,116,18
E2837,Operations,62,59,11.37745504,0,7,11,15,8,1.454256949,1.211880791,121,18
E2838,Marketing,52,66,11.90853918,1,8,4,20,11,0.929617196,1.549361994,118,12
E2839,HR,57,70,10.3553572,0,12,1,27,10,1.144834088,2.377732337,127,13
E2840,Operations,54,85,12.03506567,1,6,6,18,1,0.920593751,1.380890627,139,12
E2841,Engineering,50,82,13.21929124,1,1,10,19,8,0.773596927,1.336212873,132,11
E2842,Finance,48,80,10.73921395,0,12,5,21,12,1.448137845,1.788876162,128,17
E2843,Marketing,51,61,8.69687271,0,8,8,20,10,1.650016503,2.062520629,112,16
E2844,HR,67,62,9.563851935,0,11,3,24,6,1.32527416,2.27189856,129,14
E2845,Operations,47,66,7.491253284,-1,11,6,20,1,2.002060171,2.355364907,113,17
E2846,Operations,45,66,12.55418201,1,10,5,16,3,1.106669513,1.18044748,111,15
E2847,Marketing,59,59,5.183645889,-2,5,7,20,10,1.940602715,3.234337858,118,12
E2848,Support,52,80,9.521924125,0,8,3,20,11,1.045436164,1.900793026,132,11
E2849,Engineering,35,72,11.70740644,1,6,4,22,2,0.786942642,1.731273813,107,10
E2850,Marketing,52,76,6.939763973,-1,9,4,18,7,1.637328269,2.267069911,128,13
E2851,Operations,52,77,5.806000231,-1,4,0,12,1,0.587716701,1.763150102,129,4
E2852,Sales,54,76,3.161084785,-2,7,10,18,5,4.08547311,4.325795058,130,17
E2853,HR,48,68,9.147018178,0,9,3,17,8,1.182613433,1.67536903,116,12
E2854,Marketing,41,64,6.569470736,-1,6,2,23,5,1.056877063,3.038521556,105,8
E2855,Support,52,79,12.63025056,1,7,5,22,9,0.880394674,1.614056902,131,12
E2856,Operations,46,58,5.345312818,-2,9,6,21,7,2.363949648,3.309529507,104,15
E2857,Engineering,49,69,11.586023,1,10,2,22,8,0.953438588,1.747970744,118,12
E2858,Operations,45,78,6.093881757,-1,4,6,23,5,1.409665447,3.242230529,123,10
E2859,Engineering,45,77,5.460689595,-2,14,11,17,5,3.869555971,2.63129806,122,25
E2860,Marketing,53,65,6.389506253,-1,9,7,22,12,2.165232622,2.977194855,118,16
E2861,Engineering,56,60,13.22600055,1,8,7,20,6,1.054407382,1.40587651,116,15
E2862,Finance,61,58,6.391521619,-1,5,4,21,11,1.217611267,2.841092955,119,9
E2863,Finance,40,87,13.42576801,1,10,5,19,6,1.039805991,1.317087589,127,15
E2864,Finance,43,60,10.60795503,0,4,5,12,7,0.775330364,1.033773819,103,9
E2865,Support,50,71,8.44487511,-1,8,10,20,1,1.905795449,2.117550499,121,18
E2866,Support,61,73,6.84319637,-1,6,2,12,3,1.019992312,1.529988468,134,8
E2867,Sales,59,70,15.713294,2,8,0,15,11,0.478660879,0.897489148,129,8
E2868,Support,41,73,8.234946552,-1,9,5,28,1,1.51598062,3.03196124,114,14
E2869,Marketing,53,66,8.24744949,-1,7,5,25,7,1.297655101,2.703448127,119,12
E2870,Operations,41,72,14.35349885,1,9,4,18,3,0.846712539,1.172371208,113,13
E2871,Operations,37,72,14.88521437,2,9,4,20,1,0.818371078,1.259032427,109,13
E2872,Sales,57,80,9.58015949,0,9,2,23,8,1.03968187,2.173880273,137,11
E2873,Support,50,82,13.55270485,1,4,1,21,9,0.34357874,1.443030709,132,5
E2874,Engineering,45,70,8.162402754,-1,9,5,31,7,1.527983475,3.383391981,115,14
E2875,Sales,46,64,16.74091723,2,10,7,32,4,0.958236814,1.803739885,110,17
E2876,Engineering,51,79,6.066198251,-1,7,5,27,12,1.698225775,3.821007993,130,12
E2877,Engineering,49,63,7.257786406,-1,8,2,20,6,1.210978283,2.421956565,112,10
E2878,HR,58,57,13.93821581,1,8,4,9,11,0.803308786,0.602481589,115,12
E2879,Operations,58,62,9.132194087,0,5,1,19,11,0.592171838,1.875210822,120,6
E2880,Finance,55,88,14.11649054,1,10,7,17,2,1.124599652,1.124599652,143,17
E2881,Support,52,74,8.601421769,0,8,5,18,7,1.353966143,1.874722352,126,13
E2882,Engineering,56,57,11.97779083,1,7,6,25,6,1.001711322,1.926367926,113,13
E2883,HR,49,73,7.921024268,-1,8,4,30,12,1.34513702,3.36284255,122,12
E2884,Operations,58,65,9.772770082,0,13,5,21,4,1.670879436,1.949359342,123,18
E2885,Finance,47,57,6.158498686,-1,9,5,17,3,1.955717339,2.374799626,104,14
E2886,Engineering,58,87,9.856418732,0,7,3,30,12,0.921114066,2.763342198,145,10
E2887,Engineering,47,68,7.366553389,-1,10,7,17,6,2.03190002,2.03190002,115,17
E2888,Sales,44,77,16.21765234,2,5,6,17,8,0.638879203,0.987358768,121,11
E2889,Sales,37,80,9.037928707,0,7,3,26,8,0.996221461,2.590175798,117,10
E2890,Operations,64,81,6.407021888,-1,9,3,17,8,1.620084318,2.29511945,145,12
E2891,Finance,55,78,12.07552459,1,5,5,21,9,0.764787671,1.606054109,133,10
E2892,Engineering,55,79,6.376348079,-1,14,9,15,4,3.118074114,2.033526596,134,23
E2893,Operations,57,57,12.63094002,1,10,9,20,12,1.393887727,1.467250239,114,19
E2894,Operations,56,72,8.326284295,-1,17,2,15,8,2.037252929,1.608357576,128,19
E2895,Marketing,49,64,9.886841611,0,3,8,15,9,1.010394051,1.37781007,113,11
E2896,Support,45,71,9.430779074,0,3,5,18,1,0.766960928,1.725662088,116,8
E2897,Sales,54,71,9.238724618,0,6,9,20,12,1.465026218,1.95336829,125,15
E2898,Finance,50,75,10.18670301,0,7,4,23,10,0.983310274,2.056012391,125,11
E2899,Engineering,40,67,8.010337427,-1,7,2,24,3,0.998852715,2.663607239,107,9
E2900,Operations,35,85,6.723962227,-1,15,5,14,9,2.589344615,1.812541231,120,20
E2901,Engineering,53,67,10.11651632,0,10,4,21,4,1.259387347,1.889081021,120,14
E2902,Marketing,30,71,8.806766513,0,7,1,22,10,0.815763278,2.243349015,101,8
E2903,Finance,38,65,6.163115874,-1,12,6,18,3,2.512872934,2.512872934,103,18
E2904,Operations,52,84,11.8428178,1,8,5,16,7,1.012238918,1.245832515,136,13
E2905,Engineering,50,70,9.950968718,0,8,3,15,2,1.004477347,1.369741836,120,11
E2906,Sales,46,77,6.739959372,-1,9,4,16,7,1.67959538,2.067194313,123,13
E2907,Support,44,65,9.286843271,0,7,3,12,9,0.97211552,1.166538625,109,10
E2908,Marketing,46,79,9.566352746,0,4,3,17,7,0.662480249,1.608880605,125,7
E2909,Finance,46,78,6.907650613,-1,13,2,24,6,1.896897161,3.035035458,124,15
E2910,Marketing,52,68,19.48725185,3,8,6,19,1,0.683351779,0.927405986,120,14
E2911,Sales,45,73,9.97663447,0,8,8,22,3,1.457641688,2.004257321,118,16
E2912,Finance,29,94,9.340241807,0,3,3,18,4,0.580257223,1.74077167,123,6
E2913,Marketing,45,73,17.31064612,2,8,6,19,9,0.764582523,1.037647709,118,14
E2914,HR,56,62,11.36975685,0,8,5,18,7,1.050950327,1.455161991,118,13
E2915,Sales,50,84,13.62623324,1,5,4,24,5,0.615332728,1.640887275,134,9
E2916,Sales,53,92,10.28289607,0,8,6,19,7,1.240816179,1.683964815,145,14
E2917,Sales,59,67,10.19270309,0,9,7,23,4,1.429502763,2.054910222,126,16
E2918,HR,60,73,7.434093808,-1,10,4,22,8,1.659929367,2.608460434,133,14
E2919,HR,48,69,12.00665828,1,11,9,25,5,1.53767398,1.922092475,117,20
E2920,Engineering,55,73,15.54608112,2,7,4,15,6,0.664809988,0.906559075,128,11
E2921,Operations,62,67,14.73131037,2,12,7,10,10,1.207782413,0.635674954,129,19
E2922,Support,42,74,6.368235451,-1,8,4,22,10,1.628612451,2.985789494,116,12
E2923,Marketing,47,65,15.57868357,2,7,3,22,7,0.603184201,1.327005242,112,10
E2924,Engineering,48,57,7.517871802,-1,10,1,23,5,1.29140239,2.700204997,105,11
E2925,Marketing,54,66,7.178131022,-1,8,5,20,5,1.589605249,2.445546537,120,13
E2926,Support,57,61,7.342410533,-1,12,2,18,5,1.678172028,2.15764975,118,14
E2927,Operations,53,71,8.826921016,0,2,0,25,9,0.203522548,2.544031845,124,2
E2928,HR,50,62,4.201975799,-2,3,6,17,12,1.730111855,3.26798906,112,9
E2929,Operations,59,84,10.15823255,0,11,5,15,1,1.433918851,1.344298923,143,16
E2930,HR,46,63,9.221323156,0,6,5,12,11,1.076181609,1.174016301,109,11
E2931,Support,48,64,10.12455472,0,12,2,20,11,1.258477337,1.797824768,112,14
E2932,Operations,51,79,8.512001715,-1,5,7,20,4,1.261564112,2.102606854,130,12
E2933,Engineering,53,73,5.224015041,-2,11,3,16,8,2.249351891,2.570687875,126,14
E2934,Finance,56,65,9.218726839,0,8,3,21,4,1.076455039,2.055050529,121,11
E2935,Engineering,55,61,13.6612122,1,8,8,23,5,1.091314946,1.568765235,116,16
E2936,Marketing,42,58,6.969483688,-1,8,1,16,4,1.129307789,2.007658291,100,9
E2937,Engineering,50,79,7.368124346,-1,10,3,22,8,1.5535142,2.629024031,129,13
E2938,Support,56,68,11.36463701,0,8,5,18,5,1.051385494,1.455764531,124,13
E2939,Sales,51,77,6.285928598,-1,5,3,23,6,1.098006917,3.156769887,128,8
E2940,Marketing,51,77,10.67743563,0,10,6,19,9,1.370163836,1.627069555,128,16
E2941,Operations,44,59,11.33212431,0,6,6,21,8,0.973068362,1.702869633,103,12
E2942,Marketing,47,58,8.31093016,-1,9,8,18,3,1.825811139,1.933211794,105,17
E2943,Finance,42,77,7.750754042,-1,5,3,16,10,0.914206931,1.828413863,119,8
E2944,HR,43,70,5.77285534,-1,7,8,21,1,2.214723222,3.10061251,113,15
E2945,Operations,55,76,7.626814888,-1,6,1,16,11,0.811423462,1.854682198,131,7
E2946,Marketing,44,69,11.7033037,1,9,5,23,6,1.102075518,1.810552637,113,14
E2947,Operations,55,81,12.51476644,1,10,3,16,10,0.961910815,1.183890234,136,13
E2948,Operations,49,69,10.19101829,0,5,3,25,2,0.714858987,2.233934336,118,8
E2949,Operations,63,65,8.156641221,-1,11,4,19,12,1.638155262,2.074996665,128,15
E2950,HR,53,63,10.21992953,0,3,6,20,6,0.802144075,1.782542389,116,9
E2951,Support,47,65,7.545029245,-1,6,3,21,8,1.053243909,2.45756912,112,9
E2952,Engineering,41,51,10.5372844,0,12,7,25,1,1.646834674,2.166887729,92,19
E2953,Operations,49,76,12.24058629,1,3,12,18,4,1.132880348,1.359456417,125,15
E2954,Sales,47,69,8.603936168,0,10,4,16,8,1.457735636,1.665983584,116,14
E2955,Support,46,67,7.590712488,-1,9,8,21,10,1.978881265,2.444500387,113,17
E2956,Finance,53,68,8.536846936,0,7,5,22,1,1.258277508,2.306842099,121,12
E2957,HR,52,80,13.26253332,1,9,1,16,6,0.701137713,1.121820341,132,10
E2958,Marketing,54,76,18.37398986,3,14,2,13,2,0.825849508,0.671002726,130,16
E2959,HR,46,72,11.94575071,1,8,7,23,11,1.158681357,1.776644747,118,15
E2960,Marketing,66,73,9.780528606,0,3,2,19,2,0.46379915,1.762436769,139,5
E2961,HR,56,63,7.079470096,-1,11,1,13,2,1.485245921,1.609016414,119,12
E2962,Marketing,38,71,6.893296518,-1,11,4,15,5,1.900346701,1.900346701,109,15
E2963,Operations,54,77,11.28296201,0,8,4,19,3,0.976963047,1.546858158,131,12
E2964,Engineering,38,75,7.660594669,-1,5,7,23,3,1.385586147,2.655706782,113,12
E2965,Marketing,38,69,13.06745228,1,6,6,25,7,0.853032927,1.777151932,107,12
E2966,Marketing,48,74,8.190063774,-1,9,8,19,3,1.849823942,2.067450288,122,17
E2967,Sales,62,72,14.26919198,1,8,4,33,4,0.785896203,2.161214559,134,12
E2968,Marketing,51,73,8.772016625,0,10,6,17,7,1.637328365,1.739661387,124,16
E2969,Sales,51,66,13.40032199,1,3,1,15,12,0.277771567,1.041643375,117,4
E2970,Finance,57,78,12.01905378,1,6,1,22,2,0.537673484,1.689830948,135,7
E2971,Operations,46,71,12.5408004,1,14,4,16,3,1.329315806,1.18161405,117,18
E2972,Sales,57,68,9.794399431,0,12,6,17,8,1.6675314,1.574890767,125,18
E2973,Engineering,55,75,8.007331387,-1,9,6,23,10,1.665310108,2.553475498,130,15
E2974,Support,42,84,13.02851502,1,11,5,20,8,1.140534117,1.425667647,126,16
E2975,Operations,46,81,15.37942386,2,9,2,24,11,0.671574293,1.465253003,127,11
E2976,Sales,55,78,6.99288325,-1,2,6,24,3,1.000890386,3.002671158,133,8
E2977,Operations,49,77,11.42664727,0,12,7,17,7,1.528972343,1.368027886,126,19
E2978,Operations,48,69,11.41526208,0,5,5,24,12,0.805460242,1.933104581,117,10
E2979,Operations,40,72,10.49740791,0,8,1,19,3,0.782785135,1.652546395,112,9
E2980,Finance,53,64,14.29338391,1,9,6,29,5,0.980816285,1.896244819,117,15
E2981,Engineering,66,79,7.673346367,-1,9,1,22,3,1.152957529,2.536506565,145,10
E2982,HR,44,66,13.29509587,1,12,7,22,5,1.329127148,1.538989329,110,19
E2983,HR,54,66,9.167928597,0,4,4,17,2,0.786787586,1.671923621,120,8
E2984,Sales,38,67,2.990609967,-2,5,5,13,12,2.50588258,3.257647354,105,10
E2985,Operations,65,74,5.627644086,-1,7,2,22,11,1.357948599,3.319429908,139,9
E2986,Sales,61,70,10.10706989,0,7,7,20,10,1.260458442,1.800654917,131,14
E2987,Finance,41,69,13.66024683,1,8,10,15,3,1.22781016,1.023175133,110,18
E2988,Finance,49,80,13.24395902,1,10,7,22,11,1.19348841,1.544514413,129,17
E2989,Marketing,54,65,10.31611348,0,15,3,18,9,1.590652129,1.590652129,119,18
E2990,Finance,46,64,6.564111835,-1,12,6,18,1,2.3796581,2.3796581,110,18
E2991,Marketing,47,74,6.377204365,-1,9,9,15,4,2.439948673,2.033290561,121,18
E2992,Engineering,56,51,11.26159757,0,10,7,28,12,1.386442501,2.283552355,107,17
E2993,Sales,52,72,9.873178556,0,11,3,20,2,1.287571976,1.839388537,124,14
E2994,Support,48,54,12.91288297,1,6,5,20,2,0.790634121,1.437516584,102,11
E2995,Engineering,48,71,9.003780248,0,10,9,16,9,1.899282024,1.599395389,119,19
E2996,Finance,52,63,7.684133442,-1,3,9,24,5,1.381830447,2.763660895,115,12
E2997,Engineering,64,78,9.165389608,0,9,7,23,8,1.573968202,2.26257929,142,16
E2998,Engineering,54,78,9.960745494,0,5,4,18,5,0.821112032,1.642224063,132,9
E2999,Engineering,52,57,3.901785308,-2,9,5,16,5,2.856102241,3.264116846,109,14
E3000,Finance,45,64,11.41879224,0,8,2,23,7,0.805231282,1.85203195,109,10
E3001,Support,43,70,10.42810309,0,11,9,32,1,1.750071718,2.800114748,113,20
E3002,Operations,53,65,12.84109496,1,7,3,21,12,0.722486193,1.517221004,118,10
E3003,Engineering,40,67,12.34001099,1,11,2,16,7,0.974511941,1.199399312,107,13
E3004,Marketing,60,64,13.24987945,1,8,3,16,4,0.771936355,1.122816516,124,11
E3005,Finance,54,72,15.04209494,2,6,5,19,6,0.685695979,1.184383965,126,11
E3006,Engineering,50,66,10.41867788,0,8,2,17,2,0.875758131,1.488788822,116,10
E3007,Support,47,67,3.380053427,-2,13,4,25,11,3.881231196,5.707692936,114,17
E3008,Operations,51,64,12.58372462,1,8,2,23,11,0.736175112,1.693202759,115,10
E3009,Finance,40,77,13.59742033,1,7,2,13,12,0.616547294,0.890568313,117,9
E3010,HR,54,66,9.317766361,0,5,4,21,2,0.872281818,2.035324242,120,9
E3011,Operations,44,76,3.950357277,-2,7,8,19,8,3.030084327,3.838106814,120,15
E3012,Marketing,43,71,13.1195632,1,7,3,30,12,0.708237207,2.12471162,114,10
E3013,Engineering,46,68,9.941964687,0,10,6,15,9,1.462260248,1.370868983,114,16
E3014,Support,50,70,5.996214018,-1,3,9,19,11,1.715213395,2.715754543,120,12
E3015,HR,52,70,9.197613618,0,5,4,19,8,0.882559424,1.863181006,122,9
E3016,Support,61,66,9.985264582,0,7,2,21,10,0.819279311,1.911651726,127,9
E3017,HR,47,90,9.19661457,0,6,6,8,5,1.176861194,0.78457413,137,12
E3018,Finance,56,80,8.483478551,-1,9,6,19,12,1.581698099,2.003484259,136,15
E3019,HR,36,69,12.85583295,1,9,3,11,1,0.86606125,0.793889479,105,12
E3020,Marketing,53,69,14.05343652,1,9,8,20,3,1.129310239,1.328600281,122,17
E3021,Marketing,47,62,15.79579418,2,7,7,14,12,0.833542007,0.833542007,109,14
E3022,Sales,48,63,6.988822606,-1,8,4,16,2,1.502098694,2.002798258,111,12
E3023,Marketing,46,85,13.90234242,1,11,3,22,4,0.939449625,1.476277982,131,14
E3024,Operations,51,63,10.57269363,0,7,8,18,9,1.296154593,1.555385511,114,15
E3025,HR,50,67,11.12737003,0,12,4,21,9,1.319329744,1.731620289,117,16
E3026,Marketing,43,70,13.64322606,1,6,8,27,9,0.956073473,1.843855984,113,14
E3027,Finance,47,80,9.850314675,0,2,7,11,9,0.829469031,1.013795482,127,9
E3028,Support,54,87,9.452433999,0,6,3,12,12,0.861043466,1.148057955,141,9
E3029,Support,49,77,7.919403576,-1,10,6,15,3,1.793841916,1.681726796,126,16
E3030,Sales,45,62,6.50011399,-1,11,6,16,3,2.266632217,2.13330091,107,17
E3031,Support,53,67,8.102736913,-1,8,4,23,7,1.318284832,2.526712594,120,12
E3032,HR,54,69,10.51329981,0,3,8,17,8,0.955416794,1.476553228,123,11
E3033,Sales,54,66,9.849124732,0,4,7,14,6,1.013906676,1.290426679,120,11
E3034,HR,49,70,8.858146865,0,9,3,27,2,1.217267318,2.738851467,119,12
E3035,Finance,40,67,8.950726983,0,3,5,21,10,0.80396136,2.11039857,107,8
E3036,Sales,40,62,13.15403121,1,5,4,20,10,0.635861252,1.413025004,102,9
E3037,Engineering,53,74,10.52690303,0,8,7,15,5,1.301303564,1.301303564,127,15
E3038,Operations,54,55,7.019856602,-1,7,6,23,8,1.620976614,2.867881702,109,13
E3039,Operations,46,67,10.17370241,0,10,3,14,7,1.163446056,1.252941906,113,13
E3040,HR,47,67,11.84828893,1,12,1,14,12,1.011807882,1.089639257,114,13
E3041,Support,60,68,12.86933351,1,5,5,25,11,0.72101518,1.80253795,128,10
E3042,Engineering,50,72,11.69241888,1,8,5,13,7,1.024233452,1.024233452,122,13
E3043,Sales,49,75,12.54560038,1,7,5,25,7,0.885896502,1.845617713,124,12
E3044,Engineering,50,61,11.51817861,0,12,6,16,7,1.437908866,1.278141214,111,18
E3045,Engineering,45,71,3.979358491,-2,5,2,23,4,1.405803581,4.61906891,116,7
E3046,Support,49,92,9.519152457,0,14,5,15,3,1.806229169,1.425970397,141,19
E3047,Sales,49,77,9.729224655,0,9,1,17,3,0.932033798,1.584457456,126,10
E3048,Finance,58,82,16.11809006,2,8,3,14,10,0.642595053,0.81784825,140,11
E3049,Support,50,73,12.27813146,1,13,5,15,7,1.355612426,1.129677022,123,18
E3050,Engineering,54,58,9.127158523,0,10,3,20,1,1.283676953,1.974887621,112,13
E3051,Engineering,49,61,7.681887217,-1,11,7,17,2,2.073281943,1.958099613,110,18
E3052,Finance,49,73,8.967873488,0,7,4,24,9,1.103545306,2.407735213,122,11
E3053,Engineering,44,64,7.574818768,-1,5,4,20,3,1.049584865,2.332410811,108,9
E3054,Engineering,48,70,16.5395307,2,8,5,18,12,0.741182887,1.026253228,118,13
E3055,Engineering,51,64,9.954194488,0,12,6,29,9,1.643206173,2.647387723,115,18
E3056,Operations,49,76,12.4744903,1,7,2,18,12,0.66792879,1.33585758,125,9
E3057,Support,49,65,11.54600858,1,9,3,17,4,0.956479499,1.355012624,114,12
E3058,Marketing,51,77,11.97200307,1,9,4,15,7,1.002158258,1.156336451,128,13
E3059,Support,60,63,7.358061886,-1,6,8,16,4,1.675029474,1.914319398,123,14
E3060,Finance,41,61,14.01182077,1,3,7,22,3,0.666141713,1.465511768,102,10
E3061,Engineering,43,68,9.735038089,0,8,8,15,4,1.490446505,1.397293598,111,16
E3062,Support,50,69,14.50120346,1,10,5,22,4,0.967666803,1.419244644,119,15
E3063,Operations,38,56,11.2770058,0,10,7,14,6,1.384702449,1.140343193,94,17
E3064,Finance,53,69,15.26194038,2,9,4,19,12,0.799412598,1.168372258,122,13
E3065,HR,55,92,11.80095311,1,7,4,19,11,0.859311014,1.484264479,147,11
E3066,Support,48,70,9.443165918,0,10,8,19,3,1.723615247,1.819371649,118,18
E3067,HR,55,74,14.21687363,1,6,8,23,8,0.920031298,1.51147999,129,14
E3068,Engineering,55,70,10.4149309,0,8,5,17,12,1.138859282,1.489277522,125,13
E3069,Operations,50,92,11.61425132,1,11,4,20,1,1.189131216,1.585508287,142,15
E3070,Operations,54,77,10.267757,0,11,8,18,7,1.686227348,1.59747854,131,19
E3071,Support,42,75,8.37719138,-1,12,4,20,9,1.706267831,2.132834789,117,16
E3072,Finance,45,64,9.521731896,0,9,6,22,7,1.425620815,2.090910529,109,15
E3073,Finance,44,67,12.13495213,1,6,4,16,8,0.76132748,1.218123967,111,10
E3074,Operations,59,79,12.91649833,1,7,6,17,7,0.934143036,1.221571663,138,13
E3075,Finance,49,80,3.941092988,-2,10,6,20,11,3.238149947,4.047687434,129,16
E3076,Operations,52,89,10.96094382,0,11,6,21,1,1.421292522,1.755714291,141,17
E3077,Support,47,81,9.766297659,0,8,8,23,4,1.486119045,2.136296128,128,16
E3078,Marketing,52,55,5.889565206,-1,5,4,24,10,1.306323365,3.483528972,107,9
E3079,Operations,49,59,12.57253335,1,8,5,25,12,0.957816766,1.841955319,108,13
E3080,HR,38,78,15.41992675,2,11,3,12,8,0.852622561,0.730819338,116,14
E3081,Finance,48,74,14.44501668,1,8,6,23,6,0.906441235,1.489153458,122,14
E3082,Operations,47,63,3.000135689,-2,8,6,22,7,3.499881276,5.499813434,110,14
E3083,Operations,50,64,10.97358866,0,10,9,23,10,1.58682585,1.92089445,114,19
E3084,Support,55,61,8.051008826,-1,8,3,11,12,1.215334137,1.215334137,116,11
E3085,Finance,41,69,8.655309707,0,5,3,16,5,0.828559647,1.657119293,110,8
E3086,Marketing,39,72,9.243459473,0,6,9,20,12,1.464349036,1.952465381,111,15
E3087,Support,63,83,3.332077206,-2,13,5,23,2,4.155050601,5.309231323,146,18
E3088,Marketing,63,67,3.825350424,-2,8,3,21,9,2.279627184,4.352015533,130,11
E3089,Support,62,61,10.25558624,0,6,7,18,5,1.154982044,1.599205906,123,13
E3090,Finance,44,69,10.74310685,0,7,5,26,3,1.02187608,2.214064841,113,12
E3091,Sales,43,56,9.413878823,0,5,3,26,5,0.768205597,2.496668191,99,8
E3092,Finance,45,85,6.253833732,-1,13,9,17,9,3.032879001,2.343588319,130,22
E3093,Finance,50,72,8.787810012,0,7,4,22,9,1.123846906,2.247693812,122,11
E3094,Marketing,63,76,14.33632036,1,9,2,22,8,0.71725158,1.434503159,139,11
E3095,Marketing,35,67,8.911712285,0,10,7,15,5,1.715142602,1.513361119,102,17
E3096,Finance,57,80,8.491611702,-1,4,4,28,2,0.842849481,2.949973185,137,8
E3097,Finance,56,90,13.71060754,1,3,6,25,7,0.61180342,1.699453943,146,9
E3098,Finance,50,68,9.352761683,0,11,1,19,3,1.159111005,1.835259091,118,12
E3099,Marketing,52,66,12.04129928,1,10,3,24,10,0.996833193,1.840307433,118,13
E3100,Finance,52,66,11.38255924,0,10,8,21,7,1.453657492,1.69593374,118,18
E3101,Finance,49,60,7.323257705,-1,14,7,23,9,2.523050559,2.763341088,109,21
E3102,Engineering,55,64,7.027884141,-1,6,3,19,10,1.121092413,2.366750649,119,9
E3103,Sales,67,81,5.956270383,-1,9,0,16,8,1.293796748,2.300083108,148,9
E3104,HR,36,80,6.970922728,-1,5,3,16,4,1.003647918,2.007295836,116,8
E3105,Sales,60,63,12.48097349,1,5,10,17,6,1.112679289,1.261036528,123,15
E3106,Engineering,47,67,7.534601102,-1,7,0,26,2,0.820190647,3.046422403,114,7
E3107,HR,56,60,9.586271822,0,7,6,33,8,1.228005498,3.117244725,116,13
E3108,Support,42,73,9.155032109,0,9,2,22,4,1.083206816,2.166413633,115,11
E3109,Finance,55,75,11.13878879,0,11,3,20,5,1.153327588,1.64761084,130,14
E3110,Engineering,45,69,5.905806873,-1,2,9,12,9,1.592862384,1.737668055,114,11
E3111,Support,38,84,13.2941552,1,10,1,18,6,0.769545304,1.259255951,122,11
E3112,Finance,48,59,14.30860305,1,9,5,26,10,0.914518454,1.698391415,107,14
E3113,Marketing,62,72,9.924538899,0,6,9,31,8,1.373055663,2.83764837,134,15
E3114,Operations,48,69,3.281140251,-2,7,2,22,7,2.102243672,5.138817864,117,9
E3115,Engineering,48,60,7.422717016,-1,11,3,33,10,1.662171479,3.917975629,108,14
E3116,Marketing,38,68,10.94803176,0,12,3,21,12,1.255436904,1.757611666,106,15
E3117,Engineering,48,64,11.11643928,0,19,4,19,12,1.898247453,1.568117461,112,23
E3118,Engineering,45,88,9.226667101,0,4,8,21,3,1.173402819,2.053454932,133,12
E3119,Marketing,36,66,13.30184985,1,11,5,18,7,1.118736399,1.258578449,102,16
E3120,HR,46,81,8.271281429,-1,12,4,16,2,1.725759284,1.725759284,127,16
E3121,Sales,45,59,12.95232034,1,7,6,12,3,0.931744662,0.860071996,104,13
E3122,Finance,47,76,10.00301333,0,10,8,16,2,1.635915495,1.454147107,123,18
E3123,Engineering,31,68,8.301745048,-1,7,8,17,9,1.612600638,1.827614056,99,15
E3124,Finance,56,67,12.19470875,1,5,4,17,12,0.6820916,1.288395245,123,9
E3125,Operations,48,75,9.868260128,0,10,8,13,12,1.656198857,1.196143619,123,18
E3126,Marketing,59,71,12.66242391,1,8,5,23,9,0.951514906,1.683449449,130,13
E3127,Finance,51,73,18.71911476,3,8,2,27,3,0.507122156,1.369229822,124,10
E3128,Marketing,45,84,7.19803411,-1,17,7,22,10,2.927531122,2.683570196,129,24
E3129,Finance,49,71,12.64237411,1,8,2,24,8,0.733010246,1.75922459,120,10
E3130,Sales,53,64,11.91385417,1,8,7,23,12,1.161543239,1.781032967,117,15
E3131,Sales,56,64,15.33793111,2,5,7,28,2,0.734487122,1.713803285,120,12
E3132,Sales,55,61,12.74244312,1,9,6,15,2,1.091508975,1.091508975,116,15
E3133,Sales,47,67,14.71881326,2,9,7,20,3,1.017888548,1.272360684,114,16
E3134,Sales,49,64,7.048660134,-1,9,10,23,11,2.360641359,2.857618488,113,19
E3135,Sales,46,84,6.173258211,-1,6,4,13,8,1.394066644,1.812286637,130,10
E3136,Marketing,51,70,7.178131989,-1,10,3,22,2,1.589605061,2.690100873,121,13
E3137,Engineering,41,70,9.529465351,0,10,5,22,10,1.424573756,2.089374842,111,15
E3138,Finance,53,70,14.14754236,1,6,6,19,9,0.79220772,1.254328891,123,12
E3139,Sales,44,85,14.81723887,2,11,4,22,5,0.948332394,1.390887511,129,15
E3140,Marketing,53,66,8.905529942,0,8,2,20,3,1.009537103,2.019074206,119,10
E3141,Marketing,47,75,9.663316691,0,5,8,22,8,1.219132881,2.063147953,122,13
E3142,Marketing,58,54,6.48411683,-1,7,5,19,10,1.603395601,2.538709701,112,12
E3143,Engineering,46,68,10.21830342,0,6,7,20,7,1.158820502,1.782800772,114,13
